Post_ID,Post_Text,Post_Comments
101768433554_10156027023543555,Guten Tag!  Was um alles in der Welt ist denn so schwer  im heutigen Zeitalter der Technik eine STABILE und LEISTUNGSFÄHIGE Internetverbindung herzustellen? Mal geht das Internet und 5 Minuten später wieder nicht. Serviceberäter am Telefon hat einen Leitungsneustart ausgeübt. Danach funktionierte alles wieder wie gewohnt... für 10 minuten. Anschließend blinkt der Router wild wie es sich manche Diskothek von ihrer Beleuchtungseinrichtung nur wünschen würde.  Über schnelle Abhilfe wäre ich sehr Dankbar :) Mit freundlichen Grüßen!,"['Hallo Martin, ich bin spät dran. Entschuldige. :( Konntest du dein Problem mittlerweile erneut melden und hoffentlich lösen? Sonst schick mir einfach eine PN mit deiner Rufnummer: http://m.me/telekomhilft So kann ich mir alles ansehen. Hier ein paar wichtige Infos zum Datenschutz: http://bit.ly/DMBlogPK Viele Grüße Gabriella P. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156027005218555,Liebe Telekom   leider ist hier im Bereich Neudenau (06264) seit 30.12.17 ein großflächiges Kabelproblem das einen kompletten Telefon- und Internetausfall in manchen Straßen mit sich zieht. Ihre Servicemitarbeiter Vertrieb (Mannheim) sind aber nicht in der Lage  zumindest ein mobiles Datenpaket auf mein Businessvertrag D1 zu buchen. Mannheim schiebst auf Berlin und Berlin zurück nach Mannheim. Leider Ein Kabelschaden kann passieren  ok aber dann sollte man kulante Lösungen suchen.....  #Zeit für einen Anbieterwechsel,"['Ja leider immer noch Totalausfall von Internet und Telefon. Auch alle meine Nachbarn in der Mozartstr beklagen weiteren Ausfall. Hin und wieder Verbindung.... hier die aktuellen Werte bei meinem 16.000 Vertrag', 'Ping 120 Downloadgeschwindigkeiten 3,x Mbps dann alle 10 Min wieder weg', 'Festnetz immer noch tot', 'Dann schicken Sie mir bitte die Rufnummer von Ihrem Anschluss hier hin: http://m.me/telekomhilft Mit einer Rückrufnummer, damit ich jemanden erreichen kann. Ich schaue da noch mal nach. http://bit.ly/DMBlogPK Viele Grüße Gabriella P. von Telekom hilft https://www.facebook.com/telekomhilft', 'Das kann doch nicht sein,  dass da keine Störung mehr angezeigt wird.  Auch bei 1&1 ist diese nicht bekannt bzw von der Telekom am 1&1 bekanntgegeben worden.   Es kann doch nicht sein, dass hier mehr als 10 Haushalte ohne Telefon und DSL sind,  und nichts passiert?!? Ich selbst bin jetzt seit 30.12. offline!', 'Hallo Uwe, gleiches Angebot für Sie Ihre Rückrufnummer per Privatnachricht http://m.me/telekomhilft zu übermitteln, sofern es sich um einen Telekom Anschluss handelt. Viele Grüße Anja W. von Telekom hilft https://www.facebook.com/telekomhilft', 'Deutsche Telekom AG also bei mir ist keine Besserung und angerufen hat auch niemand. Jedoch ein Kompliment an die Kollegen in Dormund. Da hat das wenigstens mit dem Gutschein mobile Daten geklappt.....', 'Hallo Alexander. Wie ich sehe, stehen Sie bereit mit meiner Kollegin via Direktnachricht in Kontakt. Gruß Natalia H. von Telekom hilft https://www.facebook.com/telekomhilft', 'Hallo Alexander, entschuldigen Sie die späte Rückmeldung. Aktuell sehe ich keinen größeren Ausfall in Neudenau mehr. Hat sich das Problem mittlerweile schon gelöst? Viele Grüße Gabriella P. von Telekom hilft https://www.facebook.com/telekomhilft', 'Wir waren letztes Jahr zwei Mal zwei Monate ohne Telefon und Internet....', '', 'Und ich hab denen am Telefon noch gesagt: „Schöne Grüße nach Berlin“ ....war denen wohl egal 😂😂', 'Ist bei mir auch nicht angekommen die Grüße.\U0001f92a\U0001f92a\U0001f92a\U0001f92a', 'Torsten Woitera hahah der war gut.... stille Post bei der Telekom......', 'Hi Alex. Berlin hat niemals Schuld und muss es zurückweisen.', 'Ich habe bereits 3x von 1&1 und Telekom gesagt bekommen, dass für Neudenau keine Störung vorliegt. Techniker war bereits 2x angekündigt, und keiner in der Nähe und abgesagt wurde sowieso nicht,...', 'Aber wenn der Techniker 2x nicht da war kann man wohl auch fristlos kündigen..', 'Jessi Ca wo willst du aber hin wenn es nur Kabel der Telekom gibt und die defekt sind?', 'Dessen bin ich mir auch bewusst.. Da wir die Handys über Vodafone haben, würden die mobile Daten dazubuchen bei so einem Fall.. Kann ja dem ein oder anderem auch schon was bringen..', 'Jessi Ca das geht leider wohl nicht.... sagte der Telekom Techniker ausdrücklich', 'Ja.. Deshalb Kündigung bei Telekom und Wechsel zu Vodafone dann funktioniert es.. Jetzt kann mir weder Vodafone noch Telekom extra mobile Daten zur Verfügung stellen', 'Hallo Uwe. Ich habe Ihnen bereits auf Ihre DM geantwortet. Bitte kontaktieren Sie hierzu Ihren Anbieter. Ich kann Ihnen leider nicht weiterhelfen. Gruß Natalia H. von Telekom hilft https://www.facebook.com/telekomhilft', 'Hi Jessi Ca, ist das Problem bei dir aktuell? Falls ja schick mir doch bitte eine private Nachricht über diesen http://m.me/telekomhilft Link. Freundliche Grüße Johannes P. von Telekom hilft https://www.facebook.com/telekomhilft', 'Hallo Telekom,  Bei uns geht jetzt wieder alles.... Ping 67     15.x Mbps. Festnetz geht.   Technikertermin am 16.1 kann abgesagt werden.  VG', ""Der kann zu mir kommen, bei uns geht's noch ned 🙈"", 'Hi Alexander, lass es uns noch 24 Stunden beobachten. :-) Wenn es morgen also weiterhin in Ordnung ist, können wir auch noch absagen. Und danke für das Gespräch. Freundliche Grüße Johannes P. von Telekom hilft https://www.facebook.com/telekomhilft', 'Deutsche Telekom AG also bisher durchgehend alles ok. Festnetz geht. Ping von 10-20 und 12-13.000 Mbps', 'Hallo Alexander, sorry für die späte Antwort. Den Termin können wir wieder stornieren? Viele Grüße Türkan Ü. von Telekom hilft https://www.facebook.com/telekomhilft', 'Ja', 'Super Alex, oder es heißt, dass es am nächsten Tag wieder funktioniert.. Ein anderes Mal wurde mir ein Techniker zugesagt, welcher vorbei kommen sollte.. Habe ich weit und breit nicht gesehen! Riesen Frechheit, was da gerade passiert! Und der gute Bürger muss es so hinnehmen..']"
101768433554_10156026623938555,Wieso erreicht man bei euch keinen. Will einen Umzug anmelden?,"['https://www.telekom.de/umzug', 'Hallo Thomas, es tut mir wirklich sehr leid, dass ich dir erst jetzt schreibe. Gern können wir gemeinsam deinen Umzug einstellen. Bitte schreibe mir hierfür eine PN http://m.me/telekomhilft unter Angabe deiner Festnetznummer. Hier http://bit.ly/DMBlogPK findest du noch wichtige Hinweise zum Thema Datenschutz. Beste Grüße Juliane R. von Telekom hilft https://www.facebook.com/telekomhilft', 'Hi Thomas, ich habe leider noch keine PN von dir erhalten. Beste Grüße Juliane R. von Telekom hilft https://www.facebook.com/telekomhilft', 'Nee das Thema hat sich ERLEDIGT', 'Alles klar, wenn wieder was ist, schreib mir einfach. :) Beste Grüße Juliane R. von Telekom hilft https://www.facebook.com/telekomhilft', 'Schon erledigt']"
101768433554_10156025458353555,Donnerstag wurde der Anschluss auf Magenta Zuhause umgestellt. SMS bekommen damit angeblich alles funktionieren soll. Seitdem kein Internet und kein Telefon. Techniker am Telefon kann den Fehler auch nicht finden.  Ab und zu findet der Router ja mal ein DSL- Signal so für 1-2 sek. !,"['Welcher Tarif, welcher Router?', 'Tarif MagentaZuhause M Hybrid und Speedport Hybrid', 'Nur mal so eine Idee, anscheinend kann der Router nicht synchronisieren. Ist das DSL Kabel im DSL Port des Routers oder im Link Port?', 'Im DSL Port ! DSL Signal ist auch immer mal ab und zu da', 'Morgen letzte Chance dann wird fristlos gekündigt', 'Hallo Jeannette, wis sieht es aktuell aus? Funktioniert der Anschluss? Wenn nicht, helfe ich Ihnen gerne weiter. Geben Sie mir bitte hier Bescheid. Viele Grüße Türkan Ü. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156025368643555,So  bald bricht Woche 5 an  ohne Internet und Telefon. Wie lang geht das noch so? Soll das eigentlich ein schlechter Scherz sein? Gibt es versteckte Kameras in unserer Wohnung oder sind wir Teil einer reality Show mit dem Titel  Wie lange hält es eine Familie ohne Internet und Telefon aus  bevor sie durchdreht . Unsere Leitung ist frei  FREI! Alsoo  BITTE  schaltet einfach das Internet durch. Wären ja auch gerne bei der Telekom  aber Ihr könnt uns ja nur max 1 Mbit Internet bieten. Da geh ich doch lieber zum Fremdanbieter und bekomme 25k MBit. Danke fürs Zuhören...,"['Erzähle das deinem Billiganbieter, hier bist du falsch!', 'Ne, liegt an der Telekom... der Anbieter hat nichts damit zu tun. Und Billiganbieter ist es auch nicht, kostet deutlich mehr als Telekom...', 'Wenn du einen Anschluss bei einem anderen Anbieter hast oder beauftragt hast, macht hier keiner den Finger für dich krumm, auch wenn die letzten Meter vielleicht der Telekom gehören.', 'Aber bei 25k mbit  kann die telekom damit sowieso nichts mehr zu tun haben.  So schnelle Leitungen haben die nicht 😉', 'Der Anbieter Kontaktiert ja schon jeden dritten Tag die Telekom, aber dort wird nicht gehandelt.', 'Guten Abend Flo, ich kann hier nur bitten, dass Sie sich an Ihren Anbieter wenden. Von unserer Seite kann nicht geholfen werden. Viele Grüße Natalie P. von Telekom hilft https://www.facebook.com/telekomhilft', 'Naja, es ist durchaus ein Seriöser Anbieter.', '""Der Anbieter Kontaktiert schon das 10. mal die Telekom bzw. das """"Eskalationsteam"""" aber es wird nicht geantwortet!""', 'Hallo Victoria. Besteht aktuell ein Anschluss direkt bei uns? Gruß Natalia H. von Telekom hilft https://www.facebook.com/telekomhilft', 'Wir sind mit eurem Krisenteam schon in Kontakt Danke. Aktuell haben wir ALLES gekündigt und werden uns erst drum bemühen wenn der Anschluss auch in physischer from vorhanden ist', 'Flo bei uns ist das genauso.... kein Internet kein Telefon kein nichts. Wie soll das bitte gehen?', 'Bei uns hat die Telekom verbummelt das Kabel zum Neubau zu legen 20 Partien ohne Internet und Telefon.', ""Bei uns geht's jetzt an die Bundesnetzagentur""]"
101768433554_10156025308788555,Neue Wohnung  DSL funktioniert nicht  der Telekom-Techniker soll kommen. Termin: Samstag  Zeitfenster: 8 bis 16 Uhr. Zweimal wird der Termin per SMS angekündigt und bestätigt. Warten. Bereit halten. Plötzlich  14:09 Uhr  eine seltsame SMS. »Wir benötigen für Ihre Störung einen Vorort-Techniker der Telekom. In Kürze werden wir einen Termin vereinbaren«.  Lief da etwas schief? Diesen Termin hatte ich doch bereits vor Tagen vereinbart. Versuch bei der Hotline. Automatenstimme. Beim zweiten Versuch durchhalten  bis es tatsächlich eine Option »Kundengespräch« gibt. Der Mitarbeiter klärt auf  ja  der Techniker hat den Termin nicht geschafft. Kommt vor. Nächster Termin: nächsten Samstag. Zeitfenster: 8 bis 14 Uhr.  Ganz ehrlich: trauen sich diese Techniker noch irgendwo die Treppe rauf? Wieso kommunizieren sie nicht mit ihren Kunden? Kurzer Anruf  neuen Termin vereinbaren - so sollte es sein. Tatsächlich aber will hier niemand Verantwortung übernehmen. Dieses System ist zutiefst unaufrichtig und marode.  Es ist einer fortgeschrittenen Industriegesellschaft schlicht unwürdig  dass sich Konzerne und ihre Mitarbeiter hinter anonymen Hotlines verstecken und unsere Lebenszeit vergeuden. So schaut’s aus.,"['Warum sollte ein Subunternehmer nicht eigenverantwortlich arbeiten können? Man muss ihn nur lassen.', '.... und das schlag mal der telekom vor😂', 'Tue ich hiermit.  These: Die Konzerne verhalten sich heute so intransparent, vormodern und für den Bürger unerreichbar wie die Nationalstaaten im 19. Jahrhundert. Es ist traurig. Es muss BWL sein oder so was.', 'Da die Aufträge  größtenteils an subunternehmen abgewälzt  werden die keine möglichkeit haben termine zu vereinbaren, hätte dieser Anruf absolut keinen Sinn.', 'Vielen Dank! Mich hat nicht gestört, dass, sondern, wie der Termin verschoben wurde. Genau genommen wurde der Termin nämlich nicht abgesagt. Dass er nicht zustande kommen wird, musste ich mir selbst zusammenreimen und der Sache selber hinterhertelefonieren. Dabei ging weitere Zeit verloren. Außerdem unschön: 8 bis 16 Uhr warten? Das muss sich genauer planen lassen.', 'Diese Art der Terminvergabe bedeutet nämlich auch: entweder eine volle Woche warten bis zum nächsten Samstag oder unter der Woche Urlaub nehmen müssen. Je mehr man darüber nachdenkt, desto befremdlicher erscheint es einem.', 'Wie gesagt, ich bin umgezogen. Es waren diverse Termine abzusprechen: zweimal ein Installateur, mehrere Möbellieferungen, alles ließ sich einfach regeln. Auch die Ummeldungen bei Strom und Wasser waren mehr oder weniger unproblematisch.  Einzig der gesamte Komplex Telekommunikation war von Anfang an ein Ärgernis. Restriktiv statt konstruktiv. Als dächten sich die Konzerne die Hindernisse gezielt aus. (Ich kann hier von der Telekom nur sprechen, was den Techniker betrifft.) Jedenfalls besteht offenbar kein Bedarf an Kundenzufriedenheit. Man macht gerade so das Nötigste. Das Weitere regelt das Kleingedruckte im Vertrag.  Über diese gesamte Kultur sollten wir -von unten nach oben - reden.', 'Da haben Sie Recht. Ich kann das auch nachvollziehen. Einen genauen Zeitpunkt können wir im Voraus nicht nennen. Daher wird immer ein Zeitrahmen geplant. Viele Grüße Türkan Ü. von Telekom hilft https://www.facebook.com/telekomhilft', 'Und um diese Geschichte weiterzuerzählen: 2. Termin, Same Procedere. Heute heißt es, der Techniker hätte mich nicht angetroffen.  Ist klar.', 'Seltsam, dass der Elektriker, der den Herd angeschlossen hat, mich antraf. Mmmh.', 'Hallo Ralf, das Termine verschoben werden, liegt auch nicht in unserem Interesse. Aber leider kann dies nicht immer garantiert werden. Ich bedauere sehr, dass es bei Ihnen nicht geklappt hat. Gibt es aktuell einen neuen Termin? Oder kann ich Sie da unterstützen? Geben Sie mir bitte Bescheid, damit ich weiterhelfen kann. Viele Grüße Türkan Ü. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156025222923555,Unfähig Vertragspflichten zu erfüllen!!! Seit Dienstag neuer Anschluss Tv  Festnetz alles .. zahlen viel Geld und es geht nichts.  TV Bild und Ton hängt alle paar Minuten bis zum kompletten Absturz mit Qualitätsprüfung 180 Sek  usw.... Jeden Tag etliche Telefonate mit der Telekom - ja wir rufen zurück - kümmern uns darum - was ändert sich? Nichts! Wofür zahlen wir  wenn es nicht möglich ist Tv zu sehen und es kein Telekom Kundenservice Mitarbeiter auf die Reihe bekommt  dass die Verbindung läuft???  So ein großes Unternehmen und nicht in der Lage dieses Problem zu lösen. Techniker wird uns vorgeschlagen aber Preis sollen wir übernehmen?! Das kann ja wohl nicht sein!!,"['Hallo Michaela, meine Kollegen von Telekom hilft waren schneller und kümmern sich bereits um Sie. :-) Liebe Grüße Lena W. von Telekom hilft']"
101768433554_10156025167743555,Ich war jetzt zwei Stunden in der warte Schleife bei euch um meinen Umzug anzumelden und dann wird man aus der Schleife geschmissen 😠😠😠😠😠😠 toll soll ich morgen dann jetzt wieder 2 stunden in der Schleife sitzen,"['Hab schon von der Telekom Antwort bekommen melden sich morgen bei mir....', 'Guten Abend Jaqueline, ich hoffe, dass der Sachverhalt heute zu Ihrer Zufriedenheit gelöst werden konnte und wünsche noch einen schönen Sonntagabend. Viele Grüße Natalie P. von Telekom hilft https://www.facebook.com/telekomhilft', 'Hallo Jaqueline, wenn wir unterstützen können, geben Sie uns hier kurz Bescheid. Viele Grüße Türkan Ü. von Telekom hilft https://www.facebook.com/telekomhilft', 'Ja noch nicht so ganz aber wir sind dran das zu klären']"
101768433554_10156025166048555,Euer Verein ist bombe. Vertrag umgestellt  neue Geräte zugeschickt bekommen  Termin für Einrichtung des Anschlusses bekommen. Nichts passiert.   Nach 1 Stunde und 30 Minuten Warteschleife kam denn endlich mal ein Servicemitatbeiter an den höhere der mich mit der Technik verbunden hat. Da erfahre Ich  das der Anschluss nicht eingerichtet wird  weil wir bei uns einen Feiertag haben. Echt enttäuscht von euch. Lest doch bitte das nächste mal den Kalender bevor ihr Termine vergebt😡😡,"['Der neue Tarif muss erstmal eingestellt werden und ich wusste nicht das ich das machen kann...buw der Anschluss muss umgestellt werden auf den neuen tarif....das sollte heute bis 21 Uhr passieren...ich bin nicht auf den Kopf gefallen', 'Hatte vielleicht gerade keinen Kalender zur Hand?', 'Da sollte ja niemamd kommen. Das sollte ja aus der zentrale oder wo auch immer gemacht werden. Weiß ich wo die sitze?', 'das hätte dir aber trotzdem klar sein müssen, dass hier an nen Feiertag nicht gearbeitet wird.Fehler passieren nun mal.', 'Hallo Cindy, das klingt wirklich sehr ärgerlich und ich möchte ausdrücklich bei dir um Entschuldigung für die Unannehmlichkeiten bitten. Konntest du mittlerweile einen neuen Termin vereinbaren, oder darf ich dir hierbei behilflich sein? Beste Grüße Juliane R. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156025094423555,Was den Los mit euch schon wider störungen wünsche entschädigung,"['Sie soll groß sein, da kannst du Nachhilfe in Deutsch nehmen. Rechtschreibung und Orthographie gleich 6.', 'Was Bast dir nicht', 'Deine Schulbildung ist zwar kostenlos gewesen, aber leider umsonst.', 'Such dir wem anders, zum Streiten du Streit süchtiger beleidigender Mensch', 'Ich würde mich ja gerne geistig mit dir duellieren, aber ich merke du bist unbewaffnet. Schönen Abend noch🤣', 'Armes Deutschland', 'Das wollte ich damit ausdrücken.', 'Hof du kommst mal an richtigen', 'Solange sie ihren Namen nicht singen und klatschen, immer gerne', 'Jeschisch Maria und Josefi kurva fix dewolle wasn bei dir kaputt?', 'Bei mir nichts, aber bei dir eine Menge.', '', 'Genau des wollte damit sagen das dei hirn nen fehler hat', 'Von sich auf andere schieben? Ich wünsche dir viel Kraft und hoffe das du schnelle Hilfe bekommst (in allen Punkten) schönen Abend', 'Omg such da Andres hobby 😂😂😂😂😂😂😂😂😂😂😂😂', '', 'Guten Abend zusammen! Bitte redet hier freundlich miteinander, damit kommen wir alle viel weiter. @Michael: Es gab in der letzten Zeit Störungen, die bereits behoben worden sind? Was funktioniert aktuell nicht? Hierüber ist eine Diagnose möglich: http://bit.ly/hilfebeistörungen Gerne sind wir dabei auch behilflich und besprechen mit dir weitere Details für ein Entgegenkommen. Gib uns dazu hier einfach ein Zeichen. Ich wünsche noch einen schönen Abend. Viele Grüße Natalie P. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156024964878555,Kundencenter über Hotline nicht erreichbar versprochener Rückruf erfolgt nicht,"['Hallo Bernhard, darf ich zunächst Fragen, warum Sie versuchen uns zu erreichen? Gerne springe ich ein, sobald du mir die Informationen gibst, wie ich zur Seite stehen kann. Viele Grüße Britta B. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156024411463555,Guten Tag   Car Connect bestellt - kein Lieferstatus abrufbar (techn. Probleme seitens Ihrer Homepage)  Car Connect überraschenderweise angekommen - ohne SIM Karte. SIM Karte kostenpflichtig im Telekom Shop abgeholt - Car Connect hat Probleme bei der Verbindung mit dem Handy oder Fahrzeug. Telekom Hotline angerufen - mittlerweile über eine Stunde in der Warteschleife.   Warum so kompliziert Telekom? Ich bin leider mittlerweile sehr verärgert und verliere die Geduld.  Gruß  Khatib,"['Lieber André,   die Karte wurde aber nicht mit versendet. Es ist keine gekommen. Ich habe daraufhin in der Hotline angerufen (rund 30 Minuten Wartezeit in dem Fall) und die haben mir gesagt, dass wenn keine Karte mitgesendet wurde, eine neue erstellt werden muss. Die kann ich per Post oder in einem Telekom Shop erhalten. Deshalb bin ich also auf Anweisung des Kundenberaters zum Telekomshop gefahren. An einem Widerrufsrecht bin ich nicht interessiert, sondern einfach nur daran, dass das Gerät endlich läuft.  Also erstmal bitte erstmal Informationen richtig erfragen bevor so seltsam geurteilt wird.', 'An der Hotline hat man dir Müll erzählt 😉', 'Aha, danke. Ja super, mit der Information kann ich jetzt super arbeiten.', 'Gerät und Karte gehören zusammen und werden meines Wissens zusammen verschickt! Warum sollte der Konzern ansonsten die Dinger für nen Euro verscheuern! Die Telekom verdient nur an der zusätzlichen Karte mit 24 Monate Laufzeit! 😉', 'André Knaust  du verstehst scheinbar immernoch nicht den unterschied zwischen einer Ersatzkarte (die man bspw. nach einem Verlust bekommt) und einem Neuvertrag.  Ich habe keinen neuen Vertrag sondern eine Ersatzkarte erhalten. Und das Kernproblem ist immernoch nicht die Karte, sondern dass Car Connect nicht funktioniert. Vielen Dank für deine Mühe.', 'CarConect als MagentaEINS Kunde bestellt?! SIM Karte im Shop kostenpflichtig abgeholt?? Wer macht sowas?! Die Karte wird samt dem Gerät kostenlos verschickt! SIM Karte funktioniert nicht?! Du hast keine Idee?! Du wurdest schlicht über dem Tisch gezogen! Deine neue Karte ist ein neuer Vertrag denn Gerät und Karte werden verschickt und sind ganz einfach zusammen gehörend als MagentaEINS Kunde erhältlich! Nein, falls Du fragst, im Shop gibt es kein Widerrufsrecht! 😉', 'Hey Adnan, lass mich da mal genauer reinschauen, was bei dem CarConnect bei dir los ist. Dazu benötige ich die zugehörige Karten bzw. Rufnummer. Dies bitte via PM über http://m.me/telekomhilft Und bedenke dabei den Datenschutz http://bit.ly/DMBlogPK Viele Grüße René J. von Telekom hilft https://www.facebook.com/telekomhilft']"
101768433554_10156024129278555,Liebe Telekom. Wie kann es sein  dass Neukunden Verträge zu besseren Konditionen als langjährige Bestandskunden bekommen. Ist das Kundenbindung? Welchen Grund sollte man haben zu bleiben? Eine nachvollziehbare Antwort wäre super!  Gruß,"['🤔 Und dann macht man nichts mehr zur Kundenbindung?', 'Bestes Netz', 'Manu Wa Aus dem gleichen Grund habe ich letztes Jahr auch Tschüß gesagt. Bestes Netz bla bla... mag alles sein, bin jetzt woanders, bin trotzdem zufrieden und spare ordentlich. Und wenn ich in 2 Jahren wieder wechseln sollte, na dann sei es so. Meine Rufnummermitnahme kam am Ende übrigens auf 0 raus. 😉', 'Genau! Mich würde die Mitnahme auch nichts kosten.', 'Ist zwar eine absolute Frechheit und völlige Verarschung der Kunden, aber leider gängige Praxis bei allen Anbietern von TV, Internet, Telefon und auch Gas und Strom.', 'Thomas R. Simon  Ab Februar das erste mal ohne die Bande! :-)', 'Ist bei allen Anbietern dasselbe: Vertrag kündigen und in den letzten Tagen vor Wirksamkeit der Kündigung rücken die auch andere Konditionen raus.', 'Die Mega Deal App für Bestandskunden ist auch ein Blick wert 😉', 'Wiiieeee ?  Ich dachte immer nur bei der Telekom.', 'Da weil die rosa und böse sind.', 'die Kommentare werden ja immer qualifizierter! Danke für die Infos. Haben mich echt weitergebracht! 👍', 'Ist der Sonntag doch gleich gerettet 👍 Jeden Tag eine gute Tat.', 'Immer dieses Geheule. Immer dieses total überraschende Neukundenangebot... Gut, dass es das bei Sky, Vodafone und sonst wo auch so ist...', 'Hallo Manu, dazu habe ich Ihnen hier http://bit.ly/2CUPne0 geantwortet. Viele Grüße Elvira H. von Telekom hilft http://www.facebook.com/telekomhilft']"
101768433554_10156024008543555,Liebe Telekom. Wie kann es sein  dass Neukunden Verträge zu deutlich besseren Konditionen bekommen als langjährige Bestandskunden? Aus welchem Grund sollte man dann bei Ihnen bleiben?  LG,"['Mimimi - Bla Bla Bla', 'Hallo Manu, auch für Neukunden bieten wir tolle Angebote an, wie z.B. MagentaEINS oder auch StreamOn. Wir können Bestandskunden leider keine Neukundenkonditionen anbieten. Bedenken Sie dabei bitte auch, dass jeder Bestandskunde Neukunde war und von den damaligen Aktionen profitiert hat. Dennoch kann ich schauen, was ich Ihnen im Zuge einer Vertragsverlängerung anbieten kann. Schicken Sie mir Ihre Rufnummer per Privatnachricht http://m.me/telekomhilft zu. Dabei bitte folgenden Hinweis http://bit.ly/DMBlogPK beachten. Viele Grüße Elvira H. von Telekom hilft http://www.facebook.com/telekomhilft']"
101768433554_10156023909268555,Hallo.  Ich überlege mir eine neue prepaid karte zu holen. Magenda m für 9.95 im monat 1 gb datrn mit lte. Aber leider keine freiminuten. Vodafone bietet das zu dem preis an. Ist da in zukunft eine anpassung angedacht? Will eig. Nicht zu vodafone.,"['Nicht in Planung', 'Hallo Rüdiger, zurzeit ist keine Änderung bei den Prepaid Tarifen geplant. Im MagentaMobil Start L bieten wir 100 Freiminuten an. :-) Viele Grüße Elvira H. von Telekom hilft http://www.facebook.com/telekomhilft', 'Das habe ich gesehen aber 5 euro teurer als Vodafone']"
101768433554_10156023802708555,"""Eine absolute bodenlose Frechheit dieser Laden!  Unser erster Termin mit dem Techniker wurde abgesagt  was ja kein Problem ist  kann ja mal vorkommen. Auf eine SMS wurde ich aufgefordert  einen neuen Termin zu vereinbaren womit ich den nächst möglichen angegeben habe. Ich erhielt absolut gar keine Rückmeldung und wartete ab ob der Techniker nun zu dem angegebenen Termin erscheinen würde  was er nicht tat. Darauf hin rief ich bei der Hotline an (Wartezeiten bis zum umfallen um dann von unkompetenten Mitarbeitern empfangen zu werden). Auch hier wurde wieder ein Termin ausgemacht wo der Mitarbeiter meinte ich müsste noch am gleichen Tag eine SMS zu Bestätigung erhalten bzw einen Anruf erhalten. Nichts des gleichen geschah  weder eine Nachricht  Anruf oder gar der Techniker erschien zum besagten Termin. So langsam kochend vor Wut rief ich wieder mal die Hotline an um mein Leid zu klagen. Es wurde erneut ein Termin vereinbart. Hierzu erhielt ich doch auch tatsächlich eine Bestätigungssms. Gegen 12:30 Uhr erhielt ich die Info der Techniker würde sich verspäten und nach unfassbaren 9 Stunden die Mitteilung das er heute nicht mehr erscheinen wird. Ich versuchte wieder über die Hotline antworten zu finden warum hier einfach alles schief läuft  versuchte mit einem Vorgesetzten Herr Baumgarten zu sprechen. Wurde wieder weitergeleitet zur Disposition zu einer Frau König (unfassbar unverschämt",['0']
101768433554_10156023687528555,ICH GALUBE ES HACKT! Die von Mitarbeiter Vodafone bekommen es nicht hin. Termine zu vereinbaren. Und wenn Sie vereinbart sind diese einzuhalten. Seit dem seit dem 23.10.17!!! stehe ich mit eurem Vertragspartner modeo in Kontakt und Ihr bekommt es nicht hin meinen Anschlusss zu schalten. Seit dem 30.11.17 gammelt mein Antrag bei euch rum. Den ersten Termin zum schlaten meines Anschlusss habe ich am 21.12.17 bekommen. Schön und gut. ES KAM KEIN TECHNIKER! Ich habe einen freien Tag zuhause verplempert. Wenn ich jedoch nicht zuhause wäre und diesen Termin nicht DREI! Tage vorher absage muss ich 60€ bezahlen. Ich hingegen bekomme nichts dafür??? UND JETZT DAS ALLER BESTE! Dann hab ich für heute einen neuen Termin ausgemacht. Damit ich nicht noch einen Freien Tag nehemen muss. Dann werde ich ohne Grund angerufen ich rufe zurück. Es war wohl ein Fehler es hätte scih etwas überschnitten. Am 4.1.18 klingelte mein Telefon erneut. Zwei Tage vor meinem Termin. Habe ich ignoriert  wenn was wichtiges rufen die bestimmt nochmal an. Samstags um 8 wach sein schööööön. Jetzt lese ich in meinen EMAILS  dass ich einen neuen Termin bekommen habe uns Sie den alten nicht einhalten können. Ganz ehrlich WOLLT IHR MICH VERARSCHEN???? ICH MÖCHTE EINE GUTSCHRIFT VON 119 80€ auf meinem Kundenkonto. Für die verseumten Termine desweiteren möchte ich den sofortigen versand eines UMTS Stick mit einer kostenlosen Karte mit unbegrenztem Datenvolumen bis schaltung meines DSL-Anschlusses. DANKE Vodafone Deutschland Deutsche Telekom AG,"['Vertrag mit Vodafone? Dann bitte an die wenden 😉', 'Kläre das mit vodadoof', 'Ansprechpartner für Dich ist ausnahmslos dein Billiganbieter! Hier bekommst du deine Forderungen nicht, frag deinen für dich zuständigen und unfähigen Vertragspartner!', 'Mir geht es hier eher um https://i.imgur.com/tCHUXx2.gif', 'Ich werde mal bei T1 was posten vielleicht kann ja die Telekom helfen. Im Ernst bin auch so unzufrieden', 'Hallo Sascha, in Ihrem Fall ist dieser Beitrag hier falsch, da wir nicht Ihr Anbieter sind. Wie ich aber gesehen habe, hat Ihr Anbieter auf Ihren zweiten Beitrag http://bit.ly/2CQUlbP regiert. Viele Grüße Maria R. von Telekom hilft https://www.facebook.com/telekomhilft']"
