SichterGruppe,SichterName,Host,kind,Datetime,Content,Url,Authorid,Tag,entryid,Id,TwistId,TopicId,TopicName,IsInitialEntry,IsPrivate
,,www.facebook.com,3,24.09.2016 15:34:09,Am besten laden Sie sich die Online Manager App http://bit.ly/18XtwyH auf Ihr Smartphone und hinterlegen dort die Login-Daten . Das macht die Nutzung der HotSpots dann ganz einfach . Hier haben wir auch noch ein Hilfe-Video zur Nutzung unserer HotSpots mit WLAN TO GO http://bit.ly/WLANtogo - Viele Grüße Christian We . https://external.xx.fbcdn.net/safe_image.php?d=AQBw-A77zLxYNaqM&w=720&h=720&url=http%3A%2F%2Fwww.telekom.de%2Fis-bin%2FINTERSHOP.static%2FWFS%2FEKI-TELEKOM-Site%2FEKI-TELEKOM%2F-%2Fspecial%2Fonline-manager%2Fimages%2Fteaser-devices.png&cfs=1,https://www.facebook.com/122768271103611/posts/1141448189235609#pid=122768271103611_1141448189235609&uid=1141448189235609_1141471792566582&cpid=1141448189235609_1141458792567882&aid=122768271103611&vid=2&wid=122768271103611,254017.0,,e79c95ca-e292-47ee-9c55-fdb327be4d07,30745575,0be928df-7378-421e-be6e-07269f1dac19,551631,Alle,False,False
,,www.facebook.com,3,24.09.2016 15:47:20,Geben Sie sich einen Ruck . ;) Ich hoffe es ist schon bald . Gruß Christian We .,https://www.facebook.com/122768271103611/posts/1141448189235609#pid=122768271103611_1141448189235609&uid=1141448189235609_1141478519232576&cpid=1141448189235609_1141461895900905&aid=122768271103611&vid=2&wid=122768271103611,254017.0,,5d7b8886-70d7-464d-9850-e6c7ed4be0ee,30745865,0be928df-7378-421e-be6e-07269f1dac19,551631,Alle,False,False
,,www.facebook.com,4,24.09.2016 15:53:49,Ist angeblich Anfang November falls alles planmässig verläuft . Vorher ist mit mir kein Geschäft zu machen,https://www.facebook.com/122768271103611/posts/1141448189235609#pid=122768271103611_1141448189235609&uid=1141448189235609_1141482402565521&cpid=1141448189235609_1141461895900905&aid=1096037533756491&vid=2&wid=122768271103611,127469.0,abgelegt durch Sichter,ec1b4056-1f13-4006-a63e-8140368d8be4,30745977,0be928df-7378-421e-be6e-07269f1dac19,551631,Alle,False,False
,,twitter.com,1,14.10.2016 18:10:29,RT : OneERP @DeutscheTelekom supportet by Detecon : One Figure – One Truth ! https://t.co/BqSUdYKVEu #telekomwall #digitalchange https …,https://twitter.com/MilovanSmaaken/status/786962388729880576#aid=708236900830744577,8706498.0,,a28e0836-2051-47d9-8425-17fd02e2b924,31460970,0e88f0df-d7bf-4dbe-885d-030d83e9ffad,1,Client 388,True,False
Sichter FB/TW,Festnetz,www.facebook.com,1,12.09.2016 20:02:22,"Hallo zusammen . Gab es vor kurzem ein Update des MR400 ? Heute ist mir aufgefallen , dass einige Serienaufnahmen nicht mehr aufgenommen wurden , z . B . RTL 17:30 Unter Uns . In der Liste "" geplante Aufnahme "" war es vorhanden , jedoch mit 0 in der Klammer . Ich musste erst die Serienaufnahme löschen und neu programmieren . Gibt es inzwischen eine Lösung , wie man den Receiver dazu bringt , die Serien nur einmal aufzunehmen und nicht mit allen Wiederholungen . Ich meine die Programmierung über EPG . Den Workaround über manuelle Aufnahme kenne ich . Danke und schöne Grüße an die Kollegen !",https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611&uid=122768271103611_1132697233444038&aid=690883714350731&vid=2&wid=122768271103611,2214312.0,,cc8e06d8-c18f-466b-b875-b2c8ac5f0cbc,30334117,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,True,False
,,www.facebook.com,1,12.09.2016 20:02:22,"Hallo zusammen . Gab es vor kurzem ein Update des MR400 ? Heute ist mir aufgefallen , dass einige Serienaufnahmen nicht mehr aufgenommen wurden , z . B . RTL 17:30 Unter Uns . In der Liste "" geplante Aufnahme "" war es vorhanden , jedoch mit 0 in der Klammer . Ich musste erst die Serienaufnahme löschen und neu programmieren . Gibt es inzwischen eine Lösung , wie man den Receiver dazu bringt , die Serien nur einmal aufzunehmen und nicht mit allen Wiederholungen . Ich meine die Programmierung über EPG . Den Workaround über manuelle Aufnahme kenne ich . Danke und schöne Grüße an die Kollegen !",https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611&uid=122768271103611_1132697233444038&aid=690883714350731&vid=2&wid=122768271103611,2214312.0,,cc8e06d8-c18f-466b-b875-b2c8ac5f0cbc,30334117,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,True,False
,,www.facebook.com,3,13.09.2016 18:45:51,"Hallo Martin , Updates gibt es natürlich immer mal wieder . :-) Um dir aber genaueres sagen zu können , habe ich einmal nachgehakt und melde mich mit Neuigkeiten – ich brauche nur ein bisschen Zeit . Viele Grüße Johannes P .",https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611_1132697233444038&uid=1132697233444038_1133453133368448&cpid=&aid=122768271103611&vid=2&wid=122768271103611,254017.0,,a2262ac3-ad73-4d28-871f-e72c7a9846d3,30364178,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,False,False
,,www.facebook.com,4,13.09.2016 19:45:38,Danke .,https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611_1132697233444038&uid=1132697233444038_1133482960032132&cpid=&aid=690883714350731&vid=2&wid=122768271103611,2214312.0,,56a96969-2a0b-43dd-883f-15705623cd7e,30366262,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,False,False
,,www.facebook.com,4,13.09.2016 21:48:23,Sky bekommt das bei den Serienaufnahmen auch nicht hin die nehmen auch jede Wiederholung auf .,https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611_1132697233444038&uid=1132697233444038_1133555286691566&cpid=&aid=1104629726219726&vid=2&wid=122768271103611,5378403.0,,283feb8e-f343-4b19-a5a7-69f3464a00a1,30372011,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,False,False
,,www.facebook.com,3,14.09.2016 14:04:38,"Hi Sven , ich habe erste Rückmeldungen . :-) Also , die geklammerte Null kann man umgehen , wenn man die Serienaufnahme neu setzt und zu den Wiederholungen bitte die Funktion "" nur zu dieser Uhrzeit "" nutzen . Beste Grüße Johannes P .",https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611_1132697233444038&uid=1132697233444038_1134019106645184&cpid=1132697233444038_1133555286691566&aid=122768271103611&vid=2&wid=122768271103611,254017.0,,c0d29f3f-0abb-4386-af5a-9392f3cde82a,30389125,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,False,False
,,www.facebook.com,4,14.09.2016 18:12:04,... dann haben wir bei der Telekom Sky nun eindeutig was vorahsu !,https://www.facebook.com/122768271103611/posts/1132697233444038#pid=122768271103611_1132697233444038&uid=1132697233444038_1134165233297238&cpid=1132697233444038_1133555286691566&aid=1104629726219726&vid=2&wid=122768271103611,5378403.0,,eaa5ddd3-0838-4649-937b-1ed247d1c413,30401458,143051fa-9445-468c-b9d2-0ea2ff658536,551631,Alle,False,False
,,www.facebook.com,1,06.10.2016 18:23:26,"Seit gestern geht wieder einmal nichts ( Kein Internet , kein Fernsehen , kein gar nichts ) . Es wäre ausgesprochen schön , wenn beim Kundenservice auch mal Leute arbeiten würden , die versuchen zu helfen anstatt aufzulegen . Ich habe gestern und auch heute Ewigkeiten für so einen Service in der Telefonwarteschleife gehangen . Danke für nichts ! ! !",https://www.facebook.com/101768433554/posts/10154551572148555#pid=101768433554&uid=101768433554_10154551572148555&aid=1069191616425820&vid=2&wid=101768433554,9042017.0,Prio-Fall,8828c1a6-9d89-466a-a43d-e616e39b2f60,31150296,2053d289-a131-45f7-bf53-138e91aa758c,1,Client 388,True,False
Sichter FB/TW,Festnetz,www.facebook.com,1,06.10.2016 18:23:26,"Seit gestern geht wieder einmal nichts ( Kein Internet , kein Fernsehen , kein gar nichts ) . Es wäre ausgesprochen schön , wenn beim Kundenservice auch mal Leute arbeiten würden , die versuchen zu helfen anstatt aufzulegen . Ich habe gestern und auch heute Ewigkeiten für so einen Service in der Telefonwarteschleife gehangen . Danke für nichts ! ! !",https://www.facebook.com/101768433554/posts/10154551572148555#pid=101768433554&uid=101768433554_10154551572148555&aid=1069191616425820&vid=2&wid=101768433554,9042017.0,Prio-Fall,8828c1a6-9d89-466a-a43d-e616e39b2f60,31150296,2053d289-a131-45f7-bf53-138e91aa758c,1,Client 388,True,False
,,www.facebook.com,3,08.10.2016 14:12:52,"Hallo Basti , es tut mir wirklich leid , dass Ihnen bis jetzt nicht geholfen werden konnte . Ich bin mir sicher , meine Kollegen und Kolleginnen haben dies nicht mit Absicht getan und waren um eine Lösung bemüht . Damit Sie aber nicht länger warten müssen , nehme ich mich gerne der Sache an und werde aktiv . Besteht die Beeinträchtigung noch immer ? Gerne erarbeite ich dafür eine Lösung . Mit Ihrer Rückrufnummer http://bit.ly/DMBlogPK via Direktnachricht kann es losgehen . Ich bin nämlich sehr gerne für Sie da . Unter folgendem http://m.me/telekomhilft Link können Sie mir direkt eine Privatnchricht schicken . Ich freue mich , von Ihnen zu hören . Viele Grüße Jana K . von Telekom hilft https://www.facebook.com/telekomhilft https://external.xx.fbcdn.net/safe_image.php?d=AQBFI5hHVfu8oE54&w=720&h=720&url=https%3A%2F%2Ftelekomhilft.telekom.de%2Fhtml%2Fassets%2Fthc_appicon_512.png&cfs=1",https://www.facebook.com/101768433554/posts/10154551572148555#pid=101768433554_10154551572148555&uid=10154551572148555_10154557250868555&cpid=&aid=101768433554&vid=2&wid=101768433554,1577525.0,,e604d7cc-51e6-44fd-b569-b2eff5a4cb00,31221408,2053d289-a131-45f7-bf53-138e91aa758c,1,Client 388,False,False
,,www.facebook.com,4,09.10.2016 12:03:06,"Hallo , vielen Dank für die Rückmeldung . Per Nachricht ist Ihnen meine Rufnummer zugegangen . Ich bin heute ganztägig erreichbar . MfG",https://www.facebook.com/101768433554/posts/10154551572148555#pid=101768433554_10154551572148555&uid=10154551572148555_10154560276863555&cpid=10154551572148555_10154557250868555&aid=1069191616425820&vid=2&wid=101768433554,9042017.0,,4c89a59e-d018-452a-ad6e-f3a86d836272,31246337,2053d289-a131-45f7-bf53-138e91aa758c,1,Client 388,False,False
,,twitter.com,1,21.09.2016 10:31:08,liebe @Telekom_hilft könnt ihr eurem service mitarbeiter bitte sagen er soll schneller kommen denn ich hätte gerne wieder wlan,https://twitter.com/nielsvomjupiter/status/778511869334196224#aid=3411364666,8932048.0,Prio-Fall,888757f0-0c26-4edb-9722-1985f1a71594,30630262,22e1e044-55ca-475c-a92f-10de63b1edf9,551631,Alle,True,False
,,twitter.com,3,21.09.2016 10:55:38,schneller kommen ? Wann soll er denn bisher kommen ? ^ mr,https://twitter.com/Telekom_hilft/status/778518035439181825#aid=123675232,254012.0,,70fb6264-1ebb-48cb-bd4a-3366395e2ab9,30631257,22e1e044-55ca-475c-a92f-10de63b1edf9,551631,Alle,False,False
,,twitter.com,4,21.09.2016 11:03:37,@Telekom_hilft zwischen 15 und 17 uhr,https://twitter.com/nielsvomjupiter/status/778520044137488384#aid=3411364666,8932048.0,,f3a73ea9-e295-47cf-81d0-f32452652889,30631462,22e1e044-55ca-475c-a92f-10de63b1edf9,551631,Alle,False,False
,,twitter.com,3,21.09.2016 11:12:09,ach heute schon ? Daran kann ich leider nichts beschleunigen . Der Kollege wird auch vorher noch andere Termine haben . ^ mr,https://twitter.com/Telekom_hilft/status/778522191218475009#aid=123675232,254012.0,,850534d8-1f7a-42f2-9c9e-cd085e52f5d3,30631779,22e1e044-55ca-475c-a92f-10de63b1edf9,551631,Alle,False,False
,,www.facebook.com,1,06.09.2016 19:24:30,"Könnten Sie sich bitte einen anderen Kooperationspartner für Nachnahme Pakete suchen als GLS ? Nachdem mein Handy drei Wochen nicht lieferbar war , versuche ich seit zwei Wochen an das Paket zu kommen da die Kommunikation intern bei GLS scheinbar nicht funktioniert . Eine Odyssee die ihresgleichen sucht !",https://www.facebook.com/110926408943595/posts/1088809234488636#pid=110926408943595&uid=110926408943595_1088809234488636&aid=10206728534515730&vid=2&wid=110926408943595,2998530.0,,4f365020-524b-4042-a70a-608c6533efea,30125648,24181795-f686-45ca-8937-086eb1936b49,551631,Alle,True,False
Sichter FB/TW,Mobilfunk,www.facebook.com,1,06.09.2016 19:24:30,"Könnten Sie sich bitte einen anderen Kooperationspartner für Nachnahme Pakete suchen als GLS ? Nachdem mein Handy drei Wochen nicht lieferbar war , versuche ich seit zwei Wochen an das Paket zu kommen da die Kommunikation intern bei GLS scheinbar nicht funktioniert . Eine Odyssee die ihresgleichen sucht !",https://www.facebook.com/110926408943595/posts/1088809234488636#pid=110926408943595&uid=110926408943595_1088809234488636&aid=10206728534515730&vid=2&wid=110926408943595,2998530.0,,4f365020-524b-4042-a70a-608c6533efea,30125648,24181795-f686-45ca-8937-086eb1936b49,551631,Alle,True,False
,,www.facebook.com,2,10.09.2016 10:33:57,"Wegen dir ? 😂 ja nee , is klar Biene",https://www.facebook.com/110926408943595/posts/1088809234488636#pid=110926408943595_1088809234488636&uid=1088809234488636_1095484647154428&cpid=&aid=1096037533756491&vid=2&wid=110926408943595,127469.0,,2edc3177-3fa4-466d-8ad2-72ca0b0694b5,30260273,24181795-f686-45ca-8937-086eb1936b49,551631,Alle,False,False
,,www.facebook.com,3,11.09.2016 11:58:54,"Hallo Sandra . Bitte entschuldigen Sie die verspätete Rückmeldung . Das klingt wirklich nach einer ganz schönen Odyssee . Wir kooperieren beispielsweise auch mit DHL als Logistikpartner , haben jedoch leider keinen Einfluss darauf , worüber der Versand erfolgt . Hat es mittlerweile geklappt ? Viele Grüße Marcus W .",https://www.facebook.com/110926408943595/posts/1088809234488636#pid=110926408943595_1088809234488636&uid=1088809234488636_1097640300272196&cpid=&aid=110926408943595&vid=2&wid=110926408943595,254008.0,,a9991ba5-aebd-442f-9119-cb8f6db9b019,30288860,24181795-f686-45ca-8937-086eb1936b49,551631,Alle,False,False
,,www.facebook.com,1,12.10.2016 16:22:38,"was die telekom mit ihr kunden abzieht ist unterste schublade . man hat dafür keine worte mehr , das alles bestätigte noch der bericht von markt im tv.unfassbar.nach 13 monaten permanten ärger mit der telekom hab ich mich entschieden , den vertrag zu kündigen . die kündigung umfasste 2 din 4 seiten . gestern rief mich ein herr louven an und fragte warum ich kündigen wollte ? ich erzählte es , war grad am reden , legt der lustige mann auf.dumm ! ! ! heute bekam ich auf postalen wege einen retourenschein für die ware . kein plan was nun sache ist.keine kündigungsbestätigung gar nix ! ! obwohl die wissen das ich bald zu meiner freundin nach düsseldorf ziehe ( und sie vodafonekunde ist ) komm ich nicht eher aus dem vertrag . stattdessen sagt man mir in der hotline , telekom zieht mit ihnen um . ich lach mich weg . ich darf nun noch bis august 17 bezahlen für nix ! ! ! an moral fehlt es vom feinsten.das die menschen in der hotline kein gewissen haben und ruhig schlafen können ist mir unbegreiflich . belogen , vertröstet und betrogen wird man . versprechungen für nichts ! möchte darauf wetten , das die damen und herren selber nicht kunde der telekom sind.nach einem herzinfarkt steht mir fast der zweite bevor , so reg ich mich auf ! ! ! von fachkräften kann man nicht reden , auf gar keinen fall.obwohl gespräche aufgenommen werden etc , darf man jedesmal wenn man da anruft den mist von vorne erzählen . herr schmidt ... ich weiss gar nicht worum es geht lol ... ich bin so angefressen , das ich auf keinen fall die telekom weiter empfehlen werde , das ist fakt . denke das dieser beitrag gelöscht wird , dennoch wünsche ich einen schönen abend und bessert euch .",https://www.facebook.com/110926408943595/posts/1138750992827793#pid=110926408943595&uid=110926408943595_1138750992827793&aid=289216211471765&vid=2&wid=110926408943595,9090594.0,abgelegt durch Sichter,7b54c903-403b-4bcc-83f1-27270aa71b61,31365905,2cb234db-0051-41fb-9746-104700563f7c,551631,Alle,True,False
Sichter FB/TW,Festnetz,www.facebook.com,1,12.10.2016 16:22:38,"was die telekom mit ihr kunden abzieht ist unterste schublade . man hat dafür keine worte mehr , das alles bestätigte noch der bericht von markt im tv.unfassbar.nach 13 monaten permanten ärger mit der telekom hab ich mich entschieden , den vertrag zu kündigen . die kündigung umfasste 2 din 4 seiten . gestern rief mich ein herr louven an und fragte warum ich kündigen wollte ? ich erzählte es , war grad am reden , legt der lustige mann auf.dumm ! ! ! heute bekam ich auf postalen wege einen retourenschein für die ware . kein plan was nun sache ist.keine kündigungsbestätigung gar nix ! ! obwohl die wissen das ich bald zu meiner freundin nach düsseldorf ziehe ( und sie vodafonekunde ist ) komm ich nicht eher aus dem vertrag . stattdessen sagt man mir in der hotline , telekom zieht mit ihnen um . ich lach mich weg . ich darf nun noch bis august 17 bezahlen für nix ! ! ! an moral fehlt es vom feinsten.das die menschen in der hotline kein gewissen haben und ruhig schlafen können ist mir unbegreiflich . belogen , vertröstet und betrogen wird man . versprechungen für nichts ! möchte darauf wetten , das die damen und herren selber nicht kunde der telekom sind.nach einem herzinfarkt steht mir fast der zweite bevor , so reg ich mich auf ! ! ! von fachkräften kann man nicht reden , auf gar keinen fall.obwohl gespräche aufgenommen werden etc , darf man jedesmal wenn man da anruft den mist von vorne erzählen . herr schmidt ... ich weiss gar nicht worum es geht lol ... ich bin so angefressen , das ich auf keinen fall die telekom weiter empfehlen werde , das ist fakt . denke das dieser beitrag gelöscht wird , dennoch wünsche ich einen schönen abend und bessert euch .",https://www.facebook.com/110926408943595/posts/1138750992827793#pid=110926408943595&uid=110926408943595_1138750992827793&aid=289216211471765&vid=2&wid=110926408943595,9090594.0,abgelegt durch Sichter,7b54c903-403b-4bcc-83f1-27270aa71b61,31365905,2cb234db-0051-41fb-9746-104700563f7c,551631,Alle,True,False
Sichter FB/TW,Festnetz,www.facebook.com,1,12.10.2016 16:22:38,"was die telekom mit ihr kunden abzieht ist unterste schublade . man hat dafür keine worte mehr , das alles bestätigte noch der bericht von markt im tv.unfassbar.nach 13 monaten permanten ärger mit der telekom hab ich mich entschieden , den vertrag zu kündigen . die kündigung umfasste 2 din 4 seiten . gestern rief mich ein herr louven an und fragte warum ich kündigen wollte ? ich erzählte es , war grad am reden , legt der lustige mann auf.dumm ! ! ! heute bekam ich auf postalen wege einen retourenschein für die ware . kein plan was nun sache ist.keine kündigungsbestätigung gar nix ! ! obwohl die wissen das ich bald zu meiner freundin nach düsseldorf ziehe ( und sie vodafonekunde ist ) komm ich nicht eher aus dem vertrag . stattdessen sagt man mir in der hotline , telekom zieht mit ihnen um . ich lach mich weg . ich darf nun noch bis august 17 bezahlen für nix ! ! ! an moral fehlt es vom feinsten.das die menschen in der hotline kein gewissen haben und ruhig schlafen können ist mir unbegreiflich . belogen , vertröstet und betrogen wird man . versprechungen für nichts ! möchte darauf wetten , das die damen und herren selber nicht kunde der telekom sind.nach einem herzinfarkt steht mir fast der zweite bevor , so reg ich mich auf ! ! ! von fachkräften kann man nicht reden , auf gar keinen fall.obwohl gespräche aufgenommen werden etc , darf man jedesmal wenn man da anruft den mist von vorne erzählen . herr schmidt ... ich weiss gar nicht worum es geht lol ... ich bin so angefressen , das ich auf keinen fall die telekom weiter empfehlen werde , das ist fakt . denke das dieser beitrag gelöscht wird , dennoch wünsche ich einen schönen abend und bessert euch .",https://www.facebook.com/110926408943595/posts/1138750992827793#pid=110926408943595&uid=110926408943595_1138750992827793&aid=289216211471765&vid=2&wid=110926408943595,9090594.0,abgelegt durch Sichter,7b54c903-403b-4bcc-83f1-27270aa71b61,31365905,2cb234db-0051-41fb-9746-104700563f7c,551631,Alle,True,False
,,www.facebook.com,2,12.10.2016 18:07:36,"Von dem mal abgesehen , dass da wahrscheinlich kein Mensch durchblickt , ... Ob Du einen Satz , oder einen Roman bei der Kündigung schreibst , bleibt natürlich Dir überlassen , "" ... keine kündigungsbestätigung gar nix ! ! .. "" Ist denn Dein Vertrag ausgelaufen ` ? "" . obwohl die wissen das ich bald zu meiner freundin nach düsseldorf ziehe ( und sie vodafonekunde ist ) komm ich nicht eher aus dem vertrag "" Äh , ja und ` ? Das ist kein Kündigungsgrund , sondern Dein Privatvergnügen . DAs "" Umzugsrisiko "" liegt beim Kunden . Schliesslich zwingt die Telekom Dich nicht zum Umzug . "" , , , ich darf nun noch bis august 17 bezahlen für nix ! ! ! ... "" Nicht für nichts , sondern für einen laufenden Vertrag , den BEIDE Seiten einzuhalten haben . Was hat das mit Moral zu tun ? LEse doch einfach Deinen Vertrag durch . Das wäre wirklich schlecht , wenn das gelöscht würde . Da könnten Deine Bekannten . Freunde und Familie ja nicht sehen , wie Du Dich hier blamiert hast :D - bin gespannt , ob Du das stehen lässt :D :D - Sorry , wo lebst Du ? ?",https://www.facebook.com/110926408943595/posts/1138750992827793#pid=110926408943595_1138750992827793&uid=1138750992827793_1138810346155191&cpid=&aid=1405233389806347&vid=2&wid=110926408943595,5659126.0,,fe6627c3-38aa-4511-9850-bb4fba3ba6b9,31371984,2cb234db-0051-41fb-9746-104700563f7c,551631,Alle,False,False
,,www.facebook.com,2,12.10.2016 18:14:47,"nunja , das ist deine meinung , du hast null ahnung was hier bisher abgegangen ist , daher sehe ich das als schwerst unqualifiert deiner seits.ich hab genug zeugen , die das alles bestätigen können . ich leb schon in der richtigen welt , da kannste sicher sein . wenn du das alles beschönigst was gemacht wird , nunja , ich nenn sowas naivitaet . spare dir weiter jegliche kommentare , werde nicht mehr drauf reagieren , das ist mir nämlich zu dumm , in diesem sinne ...",https://www.facebook.com/110926408943595/posts/1138750992827793#pid=110926408943595_1138750992827793&uid=1138750992827793_1138813199488239&cpid=1138750992827793_1138810346155191&aid=289216211471765&vid=2&wid=110926408943595,9090594.0,,6df4ffa3-d64b-4d48-bd73-9db938d7c41e,31372382,2cb234db-0051-41fb-9746-104700563f7c,551631,Alle,False,False
,,www.facebook.com,2,12.10.2016 18:16:13,https://scontent.xx.fbcdn.net/t39.1997-6/01234567890_0123456789001234567890_01234567890_n.png,https://www.facebook.com/110926408943595/posts/1138750992827793#pid=110926408943595_1138750992827793&uid=1138750992827793_1138814782821414&cpid=1138750992827793_1138810346155191&aid=1405233389806347&vid=2&wid=110926408943595,5659126.0,,a260dde2-725a-4835-8fe3-6712a805031e,31372390,2cb234db-0051-41fb-9746-104700563f7c,551631,Alle,False,False
,,twitter.com,1,03.09.2016 15:45:10,@Telekom_hilft als o2 Kunde in Großbritannien habe ich das schon seit Ewigkeiten,https://twitter.com/MaxFassbrause/status/772067915986309120#aid=2984008847,3622836.0,abgelegt durch Sichter,dca47458-f51b-4033-b59d-76ddafcd1dbe,30035394,3380c6f8-10de-436a-b228-112894f86c0a,551631,Alle,True,False
